connectivity,content,distance,filler,interface,K
0.80 ,0.1,0.005,400,50,27.716
0.80 ,0.1,0.01,100,10,7.315
0.80 ,0.1,0.01,100,20,7.4815
0.80 ,0.1,0.01,100,30,7.6475
0.80 ,0.1,0.01,100,40,7.813
0.80 ,0.1,0.01,100,50,7.9785
0.80 ,0.1,0.01,200,10,13.8695
0.80 ,0.1,0.01,200,20,14.033
0.80 ,0.1,0.01,200,30,14.1955
0.80 ,0.1,0.01,200,40,14.358
0.80 ,0.1,0.01,200,50,14.5205
0.80 ,0.1,0.01,300,10,20.3465
0.80 ,0.1,0.01,300,20,20.509
0.80 ,0.1,0.01,300,30,20.671
0.80 ,0.1,0.01,300,40,20.8325
0.80 ,0.1,0.01,300,50,20.994
0.80 ,0.1,0.01,400,10,26.7965
0.80 ,0.1,0.01,400,20,26.9585
0.80 ,0.1,0.01,400,30,27.12
0.80 ,0.1,0.01,400,40,27.281
0.80 ,0.1,0.01,400,50,27.442
0.80 ,0.1,0.015,100,10,7.2495
0.80 ,0.1,0.015,100,20,7.4145
0.80 ,0.1,0.015,100,30,7.5795
0.80 ,0.1,0.015,100,40,7.744
0.80 ,0.1,0.015,100,50,7.9085
0.80 ,0.1,0.015,200,10,13.7775
0.80 ,0.1,0.015,200,20,13.94
0.80 ,0.1,0.015,200,30,14.1025
0.80 ,0.1,0.015,200,40,14.2645
0.80 ,0.1,0.015,200,50,14.4265
0.80 ,0.1,0.015,300,10,20.2445
0.80 ,0.1,0.015,300,20,20.4065
0.80 ,0.1,0.015,300,30,20.568
0.80 ,0.1,0.015,300,40,20.7295
0.80 ,0.1,0.015,300,50,20.8905
0.80 ,0.1,0.015,400,10,26.6905
0.80 ,0.1,0.015,400,20,26.852
0.80 ,0.1,0.015,400,30,27.0135
0.80 ,0.1,0.015,400,40,27.1745
0.80 ,0.1,0.015,400,50,27.3355
0.80 ,0.1,0.02,100,10,7.2085
0.80 ,0.1,0.02,100,20,7.373
0.80 ,0.1,0.02,100,30,7.537
0.80 ,0.1,0.02,100,40,7.7015
0.80 ,0.1,0.02,100,50,7.8655
0.80 ,0.1,0.02,200,10,13.724
0.80 ,0.1,0.02,200,20,13.886
0.80 ,0.1,0.02,200,30,14.0485
0.80 ,0.1,0.02,200,40,14.2105
0.80 ,0.1,0.02,200,50,14.3725
0.80 ,0.1,0.02,300,10,20.188
0.80 ,0.1,0.02,300,20,20.35
0.80 ,0.1,0.02,300,30,20.5115
0.80 ,0.1,0.02,300,40,20.673
0.80 ,0.1,0.02,300,50,20.834
0.80 ,0.1,0.02,400,10,26.6355
0.80 ,0.1,0.02,400,20,26.797
0.80 ,0.1,0.02,400,30,26.958
0.80 ,0.1,0.02,400,40,27.1195
0.80 ,0.1,0.02,400,50,27.2805
0.80 ,0.1,0.025,100,10,7.1795
0.80 ,0.1,0.025,100,20,7.3435
0.80 ,0.1,0.025,100,30,7.5075
0.80 ,0.1,0.025,100,40,7.6715
0.80 ,0.1,0.025,100,50,7.835
0.80 ,0.1,0.025,200,10,13.689
0.80 ,0.1,0.025,200,20,13.851
0.80 ,0.1,0.025,200,30,14.013
0.80 ,0.1,0.025,200,40,14.175
0.80 ,0.1,0.025,200,50,14.337
0.80 ,0.1,0.025,300,10,20.1535
0.80 ,0.1,0.025,300,20,20.3155
0.80 ,0.1,0.025,300,30,20.477
0.80 ,0.1,0.025,300,40,20.6385
0.80 ,0.1,0.025,300,50,20.8
0.80 ,0.1,0.025,400,10,26.604
0.80 ,0.1,0.025,400,20,26.7655
0.80 ,0.1,0.025,400,30,26.927
0.80 ,0.1,0.025,400,40,27.088
0.80 ,0.1,0.025,400,50,27.249
0.80 ,0.1,0.03,100,10,7.158
0.80 ,0.1,0.03,100,20,7.322
0.80 ,0.1,0.03,100,30,7.4855
0.80 ,0.1,0.03,100,40,7.6495
0.80 ,0.1,0.03,100,50,7.813
0.80 ,0.1,0.03,200,10,13.6645
0.80 ,0.1,0.03,200,20,13.827
0.80 ,0.1,0.03,200,30,13.989
0.80 ,0.1,0.03,200,40,14.151
0.80 ,0.1,0.03,200,50,14.3125
0.80 ,0.1,0.03,300,10,20.1315
0.80 ,0.1,0.03,300,20,20.2935
0.80 ,0.1,0.03,300,30,20.455
0.80 ,0.1,0.03,300,40,20.6165
0.80 ,0.1,0.03,300,50,20.778
0.80 ,0.1,0.03,400,10,26.586
0.80 ,0.1,0.03,400,20,26.7475
0.80 ,0.1,0.03,400,30,26.909
0.80 ,0.1,0.03,400,40,27.07
0.80 ,0.1,0.03,400,50,27.2315
0.80 ,0.1,0.035,100,10,7.141
0.80 ,0.1,0.035,100,20,7.305
0.80 ,0.1,0.035,100,30,7.4685
0.80 ,0.1,0.035,100,40,7.632
0.80 ,0.1,0.035,100,50,7.7955
0.80 ,0.1,0.035,200,10,13.647
0.80 ,0.1,0.035,200,20,13.8095
0.80 ,0.1,0.035,200,30,13.9715
0.80 ,0.1,0.035,200,40,14.1335
0.80 ,0.1,0.035,200,50,14.2955
0.80 ,0.1,0.035,300,10,20.1175
0.80 ,0.1,0.035,300,20,20.2795
0.80 ,0.1,0.035,300,30,20.441
0.80 ,0.1,0.035,300,40,20.6025
0.80 ,0.1,0.035,300,50,20.7645
0.80 ,0.1,0.035,400,10,26.5765
0.80 ,0.1,0.035,400,20,26.7385
0.80 ,0.1,0.035,400,30,26.9
0.80 ,0.1,0.035,400,40,27.061
0.80 ,0.1,0.035,400,50,27.2225
0.80 ,0.1,0.04,100,10,7.128
0.80 ,0.1,0.04,100,20,7.2915
0.80 ,0.1,0.04,100,30,7.455
0.80 ,0.1,0.04,100,40,7.6185
0.80 ,0.1,0.04,100,50,7.782
0.80 ,0.1,0.04,200,10,13.635
0.80 ,0.1,0.04,200,20,13.797
0.80 ,0.1,0.04,200,30,13.959
0.80 ,0.1,0.04,200,40,14.1215
0.80 ,0.1,0.04,200,50,14.2835
0.80 ,0.1,0.04,300,10,20.109
0.80 ,0.1,0.04,300,20,20.271
0.80 ,0.1,0.04,300,30,20.433
0.80 ,0.1,0.04,300,40,20.5945
0.80 ,0.1,0.04,300,50,20.756
0.80 ,0.1,0.04,400,10,26.573
0.80 ,0.1,0.04,400,20,26.735
0.80 ,0.1,0.04,400,30,26.8965
0.80 ,0.1,0.04,400,40,27.058
0.80 ,0.1,0.04,400,50,27.2195
0.80 ,0.1,0.045,100,10,7.117
0.80 ,0.1,0.045,100,20,7.281
0.80 ,0.1,0.045,100,30,7.4445
0.80 ,0.1,0.045,100,40,7.608
0.80 ,0.1,0.045,100,50,7.7715
0.80 ,0.1,0.045,200,10,13.626
0.80 ,0.1,0.045,200,20,13.788
0.80 ,0.1,0.045,200,30,13.9505
0.80 ,0.1,0.045,200,40,14.1125
0.80 ,0.1,0.045,200,50,14.275
0.80 ,0.1,0.045,300,10,20.1045
0.80 ,0.1,0.045,300,20,20.2665
0.80 ,0.1,0.045,300,30,20.4285
0.80 ,0.1,0.045,300,40,20.5905
0.80 ,0.1,0.045,300,50,20.7525
0.80 ,0.1,0.045,400,10,26.574
0.80 ,0.1,0.045,400,20,26.736
0.80 ,0.1,0.045,400,30,26.8975
0.80 ,0.1,0.045,400,40,27.0595
0.80 ,0.1,0.045,400,50,27.221
0.80 ,0.1,0.05,100,10,7.1085
0.80 ,0.1,0.05,100,20,7.272
0.80 ,0.1,0.05,100,30,7.4355
0.80 ,0.1,0.05,100,40,7.599
0.80 ,0.1,0.05,100,50,7.7625
0.80 ,0.1,0.05,200,10,13.6195
0.80 ,0.1,0.05,200,20,13.782
0.80 ,0.1,0.05,200,30,13.9445
0.80 ,0.1,0.05,200,40,14.1065
0.80 ,0.1,0.05,200,50,14.269
0.80 ,0.1,0.05,300,10,20.1035
0.80 ,0.1,0.05,300,20,20.2655
0.80 ,0.1,0.05,300,30,20.4275
0.80 ,0.1,0.05,300,40,20.5895
0.80 ,0.1,0.05,300,50,20.7515
0.80 ,0.1,0.05,400,10,26.5785
0.80 ,0.1,0.05,400,20,26.7405
0.80 ,0.1,0.05,400,30,26.902
0.80 ,0.1,0.05,400,40,27.064
0.80 ,0.1,0.05,400,50,27.226
0.90 ,0.02,0.005,100,10,1.7424
0.90 ,0.02,0.005,100,20,1.7807
0.90 ,0.02,0.005,100,30,1.81895
0.90 ,0.02,0.005,100,40,1.85725
0.90 ,0.02,0.005,100,50,1.89545
0.90 ,0.02,0.005,200,10,3.2582
0.90 ,0.02,0.005,200,20,3.29575
0.90 ,0.02,0.005,200,30,3.33335
0.90 ,0.02,0.005,200,40,3.3708
0.90 ,0.02,0.005,200,50,3.40835
0.90 ,0.02,0.005,300,10,4.7509
0.90 ,0.02,0.005,300,20,4.7881
0.90 ,0.02,0.005,300,30,4.8252
0.90 ,0.02,0.005,300,40,4.8623
0.90 ,0.02,0.005,300,50,4.89945
0.90 ,0.02,0.005,400,10,6.23
0.90 ,0.02,0.005,400,20,6.267
0.90 ,0.02,0.005,400,30,6.3035
0.90 ,0.02,0.005,400,40,6.3405
0.90 ,0.02,0.005,400,50,6.3775
0.90 ,0.02,0.01,100,10,1.73615
0.90 ,0.02,0.01,100,20,1.7743
0.90 ,0.02,0.01,100,30,1.81235
0.90 ,0.02,0.01,100,40,1.8504
0.90 ,0.02,0.01,100,50,1.8884
0.90 ,0.02,0.01,200,10,3.24355
0.90 ,0.02,0.01,200,20,3.28095
0.90 ,0.02,0.01,200,30,3.3183
0.90 ,0.02,0.01,200,40,3.3556
0.90 ,0.02,0.01,200,50,3.39295
0.90 ,0.02,0.01,300,10,4.72885
0.90 ,0.02,0.01,300,20,4.76585
0.90 ,0.02,0.01,300,30,4.80275
0.90 ,0.02,0.01,300,40,4.83965
0.90 ,0.02,0.01,300,50,4.87665
0.90 ,0.02,0.01,400,10,6.2015
0.90 ,0.02,0.01,400,20,6.2385
0.90 ,0.02,0.01,400,30,6.275
0.90 ,0.02,0.01,400,40,6.3115
0.90 ,0.02,0.01,400,50,6.3485
0.90 ,0.02,0.015,100,10,1.73245
0.90 ,0.02,0.015,100,20,1.7704
0.90 ,0.02,0.015,100,30,1.80835
0.90 ,0.02,0.015,100,40,1.8463
0.90 ,0.02,0.015,100,50,1.88415
0.90 ,0.02,0.015,200,10,3.2352
0.90 ,0.02,0.015,200,20,3.27245
0.90 ,0.02,0.015,200,30,3.3097
0.90 ,0.02,0.015,200,40,3.3469
0.90 ,0.02,0.015,200,50,3.38415
0.90 ,0.02,0.015,300,10,4.71665
0.90 ,0.02,0.015,300,20,4.75355
0.90 ,0.02,0.015,300,30,4.7904
0.90 ,0.02,0.015,300,40,4.8272
0.90 ,0.02,0.015,300,50,4.8641
0.90 ,0.02,0.015,400,10,6.1865
0.90 ,0.02,0.015,400,20,6.223
0.90 ,0.02,0.015,400,30,6.2595
0.90 ,0.02,0.015,400,40,6.2965
0.90 ,0.02,0.015,400,50,6.333
0.90 ,0.02,0.02,100,10,1.7297
0.90 ,0.02,0.02,100,20,1.76755
0.90 ,0.02,0.02,100,30,1.80545
0.90 ,0.02,0.02,100,40,1.8433
0.90 ,0.02,0.02,100,50,1.8811
0.90 ,0.02,0.02,200,10,3.2293
0.90 ,0.02,0.02,200,20,3.2665
0.90 ,0.02,0.02,200,30,3.30365
0.90 ,0.02,0.02,200,40,3.3408
0.90 ,0.02,0.02,200,50,3.3779
0.90 ,0.02,0.02,300,10,4.7083
0.90 ,0.02,0.02,300,20,4.74515
0.90 ,0.02,0.02,300,30,4.78195
0.90 ,0.02,0.02,300,40,4.8187
0.90 ,0.02,0.02,300,50,4.85555
0.90 ,0.02,0.02,400,10,6.176
0.90 ,0.02,0.02,400,20,6.213
0.90 ,0.02,0.02,400,30,6.2495
0.90 ,0.02,0.02,400,40,6.286
0.90 ,0.02,0.02,400,50,6.3225
0.90 ,0.02,0.025,100,10,1.7275
0.90 ,0.02,0.025,100,20,1.76535
0.90 ,0.02,0.025,100,30,1.80315
0.90 ,0.02,0.025,100,40,1.84095
0.90 ,0.02,0.025,100,50,1.87865
0.90 ,0.02,0.025,200,10,3.2248
0.90 ,0.02,0.025,200,20,3.26195
0.90 ,0.02,0.025,200,30,3.29905
0.90 ,0.02,0.025,200,40,3.33615
0.90 ,0.02,0.025,200,50,3.37325
0.90 ,0.02,0.025,300,10,4.70205
0.90 ,0.02,0.025,300,20,4.7389
0.90 ,0.02,0.025,300,30,4.77565
0.90 ,0.02,0.025,300,40,4.8124
0.90 ,0.02,0.025,300,50,4.8492
0.90 ,0.02,0.025,400,10,6.1685
0.90 ,0.02,0.025,400,20,6.2055
0.90 ,0.02,0.025,400,30,6.242
0.90 ,0.02,0.025,400,40,6.2785
0.90 ,0.02,0.025,400,50,6.315
0.90 ,0.02,0.03,100,10,1.72575
0.90 ,0.02,0.03,100,20,1.7635
0.90 ,0.02,0.03,100,30,1.80125
0.90 ,0.02,0.03,100,40,1.83895
0.90 ,0.02,0.03,100,50,1.87665
0.90 ,0.02,0.03,200,10,3.2212
0.90 ,0.02,0.03,200,20,3.25825
0.90 ,0.02,0.03,200,30,3.2954
0.90 ,0.02,0.03,200,40,3.33245
0.90 ,0.02,0.03,200,50,3.36945
0.90 ,0.02,0.03,300,10,4.6972
0.90 ,0.02,0.03,300,20,4.73395
0.90 ,0.02,0.03,300,30,4.77065
0.90 ,0.02,0.03,300,40,4.80745
0.90 ,0.02,0.03,300,50,4.8442
0.90 ,0.02,0.03,400,10,6.163
0.90 ,0.02,0.03,400,20,6.1995
0.90 ,0.02,0.03,400,30,6.236
0.90 ,0.02,0.03,400,40,6.273
0.90 ,0.02,0.03,400,50,6.3095
0.90 ,0.02,0.035,100,10,1.7242
0.90 ,0.02,0.035,100,20,1.76195
0.90 ,0.02,0.035,100,30,1.7996
0.90 ,0.02,0.035,100,40,1.8373
0.90 ,0.02,0.035,100,50,1.87495
0.90 ,0.02,0.035,200,10,3.2182
0.90 ,0.02,0.035,200,20,3.2553
0.90 ,0.02,0.035,200,30,3.2923
0.90 ,0.02,0.035,200,40,3.32935
0.90 ,0.02,0.035,200,50,3.36635
0.90 ,0.02,0.035,300,10,4.69325
0.90 ,0.02,0.035,300,20,4.73
0.90 ,0.02,0.035,300,30,4.76675
0.90 ,0.02,0.035,300,40,4.80345
0.90 ,0.02,0.035,300,50,4.84015
0.90 ,0.02,0.035,400,10,6.1585
0.90 ,0.02,0.035,400,20,6.195
0.90 ,0.02,0.035,400,30,6.2315
0.90 ,0.02,0.035,400,40,6.2685
0.90 ,0.02,0.035,400,50,6.305
0.90 ,0.02,0.04,100,10,1.72285
0.90 ,0.02,0.04,100,20,1.76055
0.90 ,0.02,0.04,100,30,1.79825
0.90 ,0.02,0.04,100,40,1.83585
0.90 ,0.02,0.04,100,50,1.87345
0.90 ,0.02,0.04,200,10,3.2157
0.90 ,0.02,0.04,200,20,3.2527
0.90 ,0.02,0.04,200,30,3.28965
0.90 ,0.02,0.04,200,40,3.32675
0.90 ,0.02,0.04,200,50,3.36375
0.90 ,0.02,0.04,300,10,4.69
0.90 ,0.02,0.04,300,20,4.72675
0.90 ,0.02,0.04,300,30,4.7634
0.90 ,0.02,0.04,300,40,4.8001
0.90 ,0.02,0.04,300,50,4.83685
0.90 ,0.02,0.04,400,10,6.155
0.90 ,0.02,0.04,400,20,6.1915
0.90 ,0.02,0.04,400,30,6.228
0.90 ,0.02,0.04,400,40,6.2645
0.90 ,0.02,0.04,400,50,6.301
0.90 ,0.02,0.045,100,10,1.7217
0.90 ,0.02,0.045,100,20,1.75935
0.90 ,0.02,0.045,100,30,1.797
0.90 ,0.02,0.045,100,40,1.8346
0.90 ,0.02,0.045,100,50,1.8722
0.90 ,0.02,0.045,200,10,3.2135
0.90 ,0.02,0.045,200,20,3.2505
0.90 ,0.02,0.045,200,30,3.2875
0.90 ,0.02,0.045,200,40,3.3245
0.90 ,0.02,0.045,200,50,3.3615
0.90 ,0.02,0.045,300,10,4.68725
0.90 ,0.02,0.045,300,20,4.724
0.90 ,0.02,0.045,300,30,4.7607
0.90 ,0.02,0.045,300,40,4.7974
0.90 ,0.02,0.045,300,50,4.8341
0.90 ,0.02,0.045,400,10,6.152
0.90 ,0.02,0.045,400,20,6.1885
0.90 ,0.02,0.045,400,30,6.225
0.90 ,0.02,0.045,400,40,6.2615
0.90 ,0.02,0.045,400,50,6.298
0.90 ,0.02,0.05,100,10,1.72065
0.90 ,0.02,0.05,100,20,1.7583
0.90 ,0.02,0.05,100,30,1.7959
0.90 ,0.02,0.05,100,40,1.8335
0.90 ,0.02,0.05,100,50,1.87105
0.90 ,0.02,0.05,200,10,3.21165
0.90 ,0.02,0.05,200,20,3.24865
0.90 ,0.02,0.05,200,30,3.2856
0.90 ,0.02,0.05,200,40,3.3226
0.90 ,0.02,0.05,200,50,3.35955
0.90 ,0.02,0.05,300,10,4.685
0.90 ,0.02,0.05,300,20,4.7217
0.90 ,0.02,0.05,300,30,4.7584
0.90 ,0.02,0.05,300,40,4.7951
0.90 ,0.02,0.05,300,50,4.83175
0.90 ,0.02,0.05,400,10,6.1495
0.90 ,0.02,0.05,400,20,6.186
0.90 ,0.02,0.05,400,30,6.2225
0.90 ,0.02,0.05,400,40,6.259
0.90 ,0.02,0.05,400,50,6.296
0.90 ,0.04,0.005,100,10,3.30135
0.90 ,0.04,0.005,100,20,3.3767
0.90 ,0.04,0.005,100,30,3.452
0.90 ,0.04,0.005,100,40,3.5272
0.90 ,0.04,0.005,100,50,3.6024
0.90 ,0.04,0.005,200,10,6.281
0.90 ,0.04,0.005,200,20,6.355
0.90 ,0.04,0.005,200,30,6.429
0.90 ,0.04,0.005,200,40,6.503
0.90 ,0.04,0.005,200,50,6.577
0.90 ,0.04,0.005,300,10,9.2215
0.90 ,0.04,0.005,300,20,9.295
0.90 ,0.04,0.005,300,30,9.368
0.90 ,0.04,0.005,300,40,9.441
0.90 ,0.04,0.005,300,50,9.5145
0.90 ,0.04,0.005,400,10,12.142
0.90 ,0.04,0.005,400,20,12.215
0.90 ,0.04,0.005,400,30,12.288
0.90 ,0.04,0.005,400,40,12.3605
0.90 ,0.04,0.005,400,50,12.4335
0.90 ,0.04,0.01,100,10,3.2838
0.90 ,0.04,0.01,100,20,3.35865
0.90 ,0.04,0.01,100,30,3.43345
0.90 ,0.04,0.01,100,40,3.50815
0.90 ,0.04,0.01,100,50,3.5828
0.90 ,0.04,0.01,200,10,6.2465
0.90 ,0.04,0.01,200,20,6.32
0.90 ,0.04,0.01,200,30,6.3935
0.90 ,0.04,0.01,200,40,6.467
0.90 ,0.04,0.01,200,50,6.5405
0.90 ,0.04,0.01,300,10,9.174
0.90 ,0.04,0.01,300,20,9.2475
0.90 ,0.04,0.01,300,30,9.3205
0.90 ,0.04,0.01,300,40,9.393
0.90 ,0.04,0.01,300,50,9.466
0.90 ,0.04,0.01,400,10,12.086
0.90 ,0.04,0.01,400,20,12.159
0.90 ,0.04,0.01,400,30,12.2315
0.90 ,0.04,0.01,400,40,12.304
0.90 ,0.04,0.01,400,50,12.377
0.90 ,0.04,0.015,100,10,3.2742
0.90 ,0.04,0.015,100,20,3.3488
0.90 ,0.04,0.015,100,30,3.4233
0.90 ,0.04,0.015,100,40,3.4978
0.90 ,0.04,0.015,100,50,3.5722
0.90 ,0.04,0.015,200,10,6.2285
0.90 ,0.04,0.015,200,20,6.302
0.90 ,0.04,0.015,200,30,6.3755
0.90 ,0.04,0.015,200,40,6.4485
0.90 ,0.04,0.015,200,50,6.522
0.90 ,0.04,0.015,300,10,9.1515
0.90 ,0.04,0.015,300,20,9.224
0.90 ,0.04,0.015,300,30,9.297
0.90 ,0.04,0.015,300,40,9.37
0.90 ,0.04,0.015,300,50,9.443
0.90 ,0.04,0.015,400,10,12.06
0.90 ,0.04,0.015,400,20,12.1325
0.90 ,0.04,0.015,400,30,12.205
0.90 ,0.04,0.015,400,40,12.278
0.90 ,0.04,0.015,400,50,12.3505
0.90 ,0.04,0.02,100,10,3.2676
0.90 ,0.04,0.02,100,20,3.34205
0.90 ,0.04,0.02,100,30,3.4164
0.90 ,0.04,0.02,100,40,3.49065
0.90 ,0.04,0.02,100,50,3.56495
0.90 ,0.04,0.02,200,10,6.217
0.90 ,0.04,0.02,200,20,6.29
0.90 ,0.04,0.02,200,30,6.3635
0.90 ,0.04,0.02,200,40,6.437
0.90 ,0.04,0.02,200,50,6.51
0.90 ,0.04,0.02,300,10,9.137
0.90 ,0.04,0.02,300,20,9.21
0.90 ,0.04,0.02,300,30,9.2825
0.90 ,0.04,0.02,300,40,9.3555
0.90 ,0.04,0.02,300,50,9.428
0.90 ,0.04,0.02,400,10,12.044
0.90 ,0.04,0.02,400,20,12.117
0.90 ,0.04,0.02,400,30,12.1895
0.90 ,0.04,0.02,400,40,12.262
0.90 ,0.04,0.02,400,50,12.3345
0.90 ,0.04,0.025,100,10,3.26265
0.90 ,0.04,0.025,100,20,3.3369
0.90 ,0.04,0.025,100,30,3.41115
0.90 ,0.04,0.025,100,40,3.48535
0.90 ,0.04,0.025,100,50,3.5595
0.90 ,0.04,0.025,200,10,6.2085
0.90 ,0.04,0.025,200,20,6.282
0.90 ,0.04,0.025,200,30,6.355
0.90 ,0.04,0.025,200,40,6.4285
0.90 ,0.04,0.025,200,50,6.5015
0.90 ,0.04,0.025,300,10,9.127
0.90 ,0.04,0.025,300,20,9.2
0.90 ,0.04,0.025,300,30,9.2725
0.90 ,0.04,0.025,300,40,9.3455
0.90 ,0.04,0.025,300,50,9.418
0.90 ,0.04,0.025,400,10,12.0335
0.90 ,0.04,0.025,400,20,12.106
0.90 ,0.04,0.025,400,30,12.1785
0.90 ,0.04,0.025,400,40,12.2515
0.90 ,0.04,0.025,400,50,12.324
0.90 ,0.04,0.03,100,10,3.25865
0.90 ,0.04,0.03,100,20,3.33285
0.90 ,0.04,0.03,100,30,3.40705
0.90 ,0.04,0.03,100,40,3.48115
0.90 ,0.04,0.03,100,50,3.55525
0.90 ,0.04,0.03,200,10,6.2025
0.90 ,0.04,0.03,200,20,6.2755
0.90 ,0.04,0.03,200,30,6.3485
0.90 ,0.04,0.03,200,40,6.422
0.90 ,0.04,0.03,200,50,6.495
0.90 ,0.04,0.03,300,10,9.12
0.90 ,0.04,0.03,300,20,9.1925
0.90 ,0.04,0.03,300,30,9.2655
0.90 ,0.04,0.03,300,40,9.338
0.90 ,0.04,0.03,300,50,9.411
0.90 ,0.04,0.03,400,10,12.026
0.90 ,0.04,0.03,400,20,12.0985
0.90 ,0.04,0.03,400,30,12.1715
0.90 ,0.04,0.03,400,40,12.244
0.90 ,0.04,0.03,400,50,12.3165
0.90 ,0.04,0.035,100,10,3.2554
0.90 ,0.04,0.035,100,20,3.32955
0.90 ,0.04,0.035,100,30,3.40365
0.90 ,0.04,0.035,100,40,3.4777
0.90 ,0.04,0.035,100,50,3.5517
0.90 ,0.04,0.035,200,10,6.1975
0.90 ,0.04,0.035,200,20,6.2705
0.90 ,0.04,0.035,200,30,6.3435
0.90 ,0.04,0.035,200,40,6.417
0.90 ,0.04,0.035,200,50,6.49
0.90 ,0.04,0.035,300,10,9.1145
0.90 ,0.04,0.035,300,20,9.187
0.90 ,0.04,0.035,300,30,9.26
0.90 ,0.04,0.035,300,40,9.3325
0.90 ,0.04,0.035,300,50,9.4055
0.90 ,0.04,0.035,400,10,12.021
0.90 ,0.04,0.035,400,20,12.0935
0.90 ,0.04,0.035,400,30,12.166
0.90 ,0.04,0.035,400,40,12.2385
0.90 ,0.04,0.035,400,50,12.311
0.90 ,0.04,0.04,100,10,3.25265
0.90 ,0.04,0.04,100,20,3.32675
0.90 ,0.04,0.04,100,30,3.4008
0.90 ,0.04,0.04,100,40,3.4748
0.90 ,0.04,0.04,100,50,3.5488
0.90 ,0.04,0.04,200,10,6.1935
0.90 ,0.04,0.04,200,20,6.2665
0.90 ,0.04,0.04,200,30,6.3395
0.90 ,0.04,0.04,200,40,6.4125
0.90 ,0.04,0.04,200,50,6.486
0.90 ,0.04,0.04,300,10,9.11
0.90 ,0.04,0.04,300,20,9.183
0.90 ,0.04,0.04,300,30,9.2555
0.90 ,0.04,0.04,300,40,9.3285
0.90 ,0.04,0.04,300,50,9.401
0.90 ,0.04,0.04,400,10,12.017
0.90 ,0.04,0.04,400,20,12.0895
0.90 ,0.04,0.04,400,30,12.162
0.90 ,0.04,0.04,400,40,12.235
0.90 ,0.04,0.04,400,50,12.3075
0.90 ,0.04,0.045,100,10,3.2503
0.90 ,0.04,0.045,100,20,3.3244
0.90 ,0.04,0.045,100,30,3.3984
0.90 ,0.04,0.045,100,40,3.47235
0.90 ,0.04,0.045,100,50,3.5463
0.90 ,0.04,0.045,200,10,6.19
0.90 ,0.04,0.045,200,20,6.263
0.90 ,0.04,0.045,200,30,6.3365
0.90 ,0.04,0.045,200,40,6.4095
0.90 ,0.04,0.045,200,50,6.4825
0.90 ,0.04,0.045,300,10,9.107
0.90 ,0.04,0.045,300,20,9.1795
0.90 ,0.04,0.045,300,30,9.2525
0.90 ,0.04,0.045,300,40,9.325
0.90 ,0.04,0.045,300,50,9.398
0.90 ,0.04,0.045,400,10,12.0145
0.90 ,0.04,0.045,400,20,12.087
0.90 ,0.04,0.045,400,30,12.1595
0.90 ,0.04,0.045,400,40,12.232
0.90 ,0.04,0.045,400,50,12.3045
0.90 ,0.04,0.05,100,10,3.2483
0.90 ,0.04,0.05,100,20,3.32235
0.90 ,0.04,0.05,100,30,3.3963
0.90 ,0.04,0.05,100,40,3.4703
0.90 ,0.04,0.05,100,50,3.54415
0.90 ,0.04,0.05,200,10,6.1875
0.90 ,0.04,0.05,200,20,6.2605
0.90 ,0.04,0.05,200,30,6.3335
0.90 ,0.04,0.05,200,40,6.407
0.90 ,0.04,0.05,200,50,6.48
0.90 ,0.04,0.05,300,10,9.1045
0.90 ,0.04,0.05,300,20,9.1775
0.90 ,0.04,0.05,300,30,9.25
0.90 ,0.04,0.05,300,40,9.323
0.90 ,0.04,0.05,300,50,9.3955
0.90 ,0.04,0.05,400,10,12.0125
0.90 ,0.04,0.05,400,20,12.085
0.90 ,0.04,0.05,400,30,12.158
0.90 ,0.04,0.05,400,40,12.2305
0.90 ,0.04,0.05,400,50,12.303
0.90 ,0.06,0.005,100,10,4.84455
0.90 ,0.06,0.005,100,20,4.9567
0.90 ,0.06,0.005,100,30,5.0685
0.90 ,0.06,0.005,100,40,5.1805
0.90 ,0.06,0.005,100,50,5.292
0.90 ,0.06,0.005,200,10,9.277
0.90 ,0.06,0.005,200,20,9.3875
0.90 ,0.06,0.005,200,30,9.4975
0.90 ,0.06,0.005,200,40,9.6075
0.90 ,0.06,0.005,200,50,9.7175
0.90 ,0.06,0.005,300,10,13.66
0.90 ,0.06,0.005,300,20,13.77
0.90 ,0.06,0.005,300,30,13.879
0.90 ,0.06,0.005,300,40,13.9885
0.90 ,0.06,0.005,300,50,14.0975
0.90 ,0.06,0.005,400,10,18.0205
0.90 ,0.06,0.005,400,20,18.13
0.90 ,0.06,0.005,400,30,18.239
0.90 ,0.06,0.005,400,40,18.348
0.90 ,0.06,0.005,400,50,18.457
0.90 ,0.06,0.01,100,10,4.8136
0.90 ,0.06,0.01,100,20,4.92485
0.90 ,0.06,0.01,100,30,5.036
0.90 ,0.06,0.01,100,40,5.147
0.90 ,0.06,0.01,100,50,5.258
0.90 ,0.06,0.01,200,10,9.2215
0.90 ,0.06,0.01,200,20,9.331
0.90 ,0.06,0.01,200,30,9.441
0.90 ,0.06,0.01,200,40,9.5505
0.90 ,0.06,0.01,200,50,9.66
0.90 ,0.06,0.01,300,10,13.589
0.90 ,0.06,0.01,300,20,13.698
0.90 ,0.06,0.01,300,30,13.807
0.90 ,0.06,0.01,300,40,13.916
0.90 ,0.06,0.01,300,50,14.025
0.90 ,0.06,0.01,400,10,17.94
