connectivity,content,distance,filler,interface,K
0.50 ,0.04,0.015,200,40,4.57355
0.50 ,0.04,0.015,200,50,4.6179
0.50 ,0.04,0.015,300,10,6.178
0.50 ,0.04,0.015,300,20,6.2215
0.50 ,0.04,0.015,300,30,6.2645
0.50 ,0.04,0.015,300,40,6.307
0.50 ,0.04,0.015,300,50,6.3495
0.50 ,0.04,0.015,400,10,7.8665
0.50 ,0.04,0.015,400,20,7.9085
0.50 ,0.04,0.015,400,30,7.9505
0.50 ,0.04,0.015,400,40,7.993
0.50 ,0.04,0.015,400,50,8.0345
0.50 ,0.04,0.02,100,10,2.5289
0.50 ,0.04,0.02,100,20,2.5775
0.50 ,0.04,0.02,100,30,2.62595
0.50 ,0.04,0.02,100,40,2.67395
0.50 ,0.04,0.02,100,50,2.722
0.50 ,0.04,0.02,200,10,4.36055
0.50 ,0.04,0.02,200,20,4.40465
0.50 ,0.04,0.02,200,30,4.4487
0.50 ,0.04,0.02,200,40,4.4924
0.50 ,0.04,0.02,200,50,4.5362
0.50 ,0.04,0.02,300,10,6.0825
0.50 ,0.04,0.02,300,20,6.125
0.50 ,0.04,0.02,300,30,6.1675
0.50 ,0.04,0.02,300,40,6.2095
0.50 ,0.04,0.02,300,50,6.252
0.50 ,0.04,0.02,400,10,7.7615
0.50 ,0.04,0.02,400,20,7.8035
0.50 ,0.04,0.02,400,30,7.845
0.50 ,0.04,0.02,400,40,7.887
0.50 ,0.04,0.02,400,50,7.9285
0.50 ,0.04,0.025,100,10,2.49095
0.50 ,0.04,0.025,100,20,2.53885
0.50 ,0.04,0.025,100,30,2.58645
0.50 ,0.04,0.025,100,40,2.6337
0.50 ,0.04,0.025,100,50,2.68095
0.50 ,0.04,0.025,200,10,4.30075
0.50 ,0.04,0.025,200,20,4.3447
0.50 ,0.04,0.025,200,30,4.3881
0.50 ,0.04,0.025,200,40,4.43165
0.50 ,0.04,0.025,200,50,4.4749
0.50 ,0.04,0.025,300,10,6.012
0.50 ,0.04,0.025,300,20,6.0545
0.50 ,0.04,0.025,300,30,6.097
0.50 ,0.04,0.025,300,40,6.139
0.50 ,0.04,0.025,300,50,6.181
0.50 ,0.04,0.025,400,10,7.6855
0.50 ,0.04,0.025,400,20,7.7275
0.50 ,0.04,0.025,400,30,7.7695
0.50 ,0.04,0.025,400,40,7.811
0.50 ,0.04,0.025,400,50,7.8525
0.50 ,0.04,0.03,100,10,2.4596
0.50 ,0.04,0.03,100,20,2.5068
0.50 ,0.04,0.03,100,30,2.5539
0.50 ,0.04,0.03,100,40,2.6006
0.50 ,0.04,0.03,100,50,2.6473
0.50 ,0.04,0.03,200,10,4.2534
0.50 ,0.04,0.03,200,20,4.29685
0.50 ,0.04,0.03,200,30,4.3402
0.50 ,0.04,0.03,200,40,4.3834
0.50 ,0.04,0.03,200,50,4.4265
0.50 ,0.04,0.03,300,10,5.958
0.50 ,0.04,0.03,300,20,6
0.50 ,0.04,0.03,300,30,6.042
0.50 ,0.04,0.03,300,40,6.084
0.50 ,0.04,0.03,300,50,6.126
0.50 ,0.04,0.03,400,10,7.629
0.50 ,0.04,0.03,400,20,7.6705
0.50 ,0.04,0.03,400,30,7.712
0.50 ,0.04,0.03,400,40,7.7535
0.50 ,0.04,0.03,400,50,7.795
0.50 ,0.04,0.035,100,10,2.43275
0.50 ,0.04,0.035,100,20,2.47955
0.50 ,0.04,0.035,100,30,2.5261
0.50 ,0.04,0.035,100,40,2.57245
0.50 ,0.04,0.035,100,50,2.61865
0.50 ,0.04,0.035,200,10,4.2143
0.50 ,0.04,0.035,200,20,4.25765
0.50 ,0.04,0.035,200,30,4.30075
0.50 ,0.04,0.035,200,40,4.3438
0.50 ,0.04,0.035,200,50,4.3868
0.50 ,0.04,0.035,300,10,5.914
0.50 ,0.04,0.035,300,20,5.956
0.50 ,0.04,0.035,300,30,5.9985
0.50 ,0.04,0.035,300,40,6.0405
0.50 ,0.04,0.035,300,50,6.0825
0.50 ,0.04,0.035,400,10,7.584
0.50 ,0.04,0.035,400,20,7.6255
0.50 ,0.04,0.035,400,30,7.667
0.50 ,0.04,0.035,400,40,7.7085
0.50 ,0.04,0.035,400,50,7.75
0.50 ,0.04,0.04,100,10,2.4095
0.50 ,0.04,0.04,100,20,2.45595
0.50 ,0.04,0.04,100,30,2.502
0.50 ,0.04,0.04,100,40,2.54815
0.50 ,0.04,0.04,100,50,2.594
0.50 ,0.04,0.04,200,10,4.1816
0.50 ,0.04,0.04,200,20,4.22455
0.50 ,0.04,0.04,200,30,4.26775
0.50 ,0.04,0.04,200,40,4.3106
0.50 ,0.04,0.04,200,50,4.35345
0.50 ,0.04,0.04,300,10,5.878
0.50 ,0.04,0.04,300,20,5.9205
0.50 ,0.04,0.04,300,30,5.9625
0.50 ,0.04,0.04,300,40,6.0045
0.50 ,0.04,0.04,300,50,6.0465
0.50 ,0.04,0.04,400,10,7.548
0.50 ,0.04,0.04,400,20,7.59
0.50 ,0.04,0.04,400,30,7.631
0.50 ,0.04,0.04,400,40,7.673
0.50 ,0.04,0.04,400,50,7.714
0.50 ,0.04,0.045,100,10,2.38905
0.50 ,0.04,0.045,100,20,2.4351
0.50 ,0.04,0.045,100,30,2.48095
0.50 ,0.04,0.045,100,40,2.5267
0.50 ,0.04,0.045,100,50,2.5722
0.50 ,0.04,0.045,200,10,4.15355
0.50 ,0.04,0.045,200,20,4.19655
0.50 ,0.04,0.045,200,30,4.23945
0.50 ,0.04,0.045,200,40,4.28235
0.50 ,0.04,0.045,200,50,4.32525
0.50 ,0.04,0.045,300,10,5.8485
0.50 ,0.04,0.045,300,20,5.8905
0.50 ,0.04,0.045,300,30,5.9325
0.50 ,0.04,0.045,300,40,5.9745
0.50 ,0.04,0.045,300,50,6.0165
0.50 ,0.04,0.045,400,10,7.5185
0.50 ,0.04,0.045,400,20,7.5605
0.50 ,0.04,0.045,400,30,7.602
0.50 ,0.04,0.045,400,40,7.6435
0.50 ,0.04,0.045,400,50,7.6855
0.50 ,0.04,0.05,100,10,2.3708
0.50 ,0.04,0.05,100,20,2.4166
0.50 ,0.04,0.05,100,30,2.4623
0.50 ,0.04,0.05,100,40,2.50775
0.50 ,0.04,0.05,100,50,2.55305
0.50 ,0.04,0.05,200,10,4.12975
0.50 ,0.04,0.05,200,20,4.1724
0.50 ,0.04,0.05,200,30,4.2153
0.50 ,0.04,0.05,200,40,4.2581
0.50 ,0.04,0.05,200,50,4.30085
0.50 ,0.04,0.05,300,10,5.8235
0.50 ,0.04,0.05,300,20,5.866
0.50 ,0.04,0.05,300,30,5.9075
0.50 ,0.04,0.05,300,40,5.9495
0.50 ,0.04,0.05,300,50,5.9915
0.50 ,0.04,0.05,400,10,7.495
0.50 ,0.04,0.05,400,20,7.537
0.50 ,0.04,0.05,400,30,7.5785
0.50 ,0.04,0.05,400,40,7.62
0.50 ,0.04,0.05,400,50,7.6615
0.50 ,0.06,0.005,100,10,3.8895
0.50 ,0.06,0.005,100,20,3.9671
0.50 ,0.06,0.005,100,30,4.04365
0.50 ,0.06,0.005,100,40,4.11965
0.50 ,0.06,0.005,100,50,4.19525
0.50 ,0.06,0.005,200,10,6.7485
0.50 ,0.06,0.005,200,20,6.818
0.50 ,0.06,0.005,200,30,6.8865
0.50 ,0.06,0.005,200,40,6.9545
0.50 ,0.06,0.005,200,50,7.022
0.50 ,0.06,0.005,300,10,9.3905
0.50 ,0.06,0.005,300,20,9.4575
0.50 ,0.06,0.005,300,30,9.523
0.50 ,0.06,0.005,300,40,9.588
0.50 ,0.06,0.005,300,50,9.6525
0.50 ,0.06,0.005,400,10,11.941
0.50 ,0.06,0.005,400,20,12.007
0.50 ,0.06,0.005,400,30,12.071
0.50 ,0.06,0.005,400,40,12.1345
0.50 ,0.06,0.005,400,50,12.198
0.50 ,0.06,0.01,100,10,3.6947
0.50 ,0.06,0.01,100,20,3.7673
0.50 ,0.06,0.01,100,30,3.8392
0.50 ,0.06,0.01,100,40,3.91075
0.50 ,0.06,0.01,100,50,3.98195
0.50 ,0.06,0.01,200,10,6.4155
0.50 ,0.06,0.01,200,20,6.482
0.50 ,0.06,0.01,200,30,6.5475
0.50 ,0.06,0.01,200,40,6.6125
0.50 ,0.06,0.01,200,50,6.6775
0.50 ,0.06,0.01,300,10,8.977
0.50 ,0.06,0.01,300,20,9.041
0.50 ,0.06,0.01,300,30,9.1045
0.50 ,0.06,0.01,300,40,9.1675
0.50 ,0.06,0.01,300,50,9.2305
0.50 ,0.06,0.01,400,10,11.477
0.50 ,0.06,0.01,400,20,11.54
0.50 ,0.06,0.01,400,30,11.6025
0.50 ,0.06,0.01,400,40,11.665
0.50 ,0.06,0.01,400,50,11.727
0.50 ,0.06,0.015,100,10,3.5887
0.50 ,0.06,0.015,100,20,3.65905
0.50 ,0.06,0.015,100,30,3.72885
0.50 ,0.06,0.015,100,40,3.7983
0.50 ,0.06,0.015,100,50,3.8675
0.50 ,0.06,0.015,200,10,6.25
0.50 ,0.06,0.015,200,20,6.315
0.50 ,0.06,0.015,200,30,6.3795
0.50 ,0.06,0.015,200,40,6.4435
0.50 ,0.06,0.015,200,50,6.508
0.50 ,0.06,0.015,300,10,8.7815
0.50 ,0.06,0.015,300,20,8.8445
0.50 ,0.06,0.015,300,30,8.9075
0.50 ,0.06,0.015,300,40,8.97
0.50 ,0.06,0.015,300,50,9.0325
0.50 ,0.06,0.015,400,10,11.265
0.50 ,0.06,0.015,400,20,11.3275
0.50 ,0.06,0.015,400,30,11.3895
0.50 ,0.06,0.015,400,40,11.4515
0.50 ,0.06,0.015,400,50,11.513
0.50 ,0.06,0.02,100,10,3.516
0.50 ,0.06,0.02,100,20,3.58495
0.50 ,0.06,0.02,100,30,3.65345
0.50 ,0.06,0.02,100,40,3.7217
0.50 ,0.06,0.02,100,50,3.7897
0.50 ,0.06,0.02,200,10,6.143
0.50 ,0.06,0.02,200,20,6.2075
0.50 ,0.06,0.02,200,30,6.2715
0.50 ,0.06,0.02,200,40,6.335
0.50 ,0.06,0.02,200,50,6.3985
0.50 ,0.06,0.02,300,10,8.6595
0.50 ,0.06,0.02,300,20,8.7225
0.50 ,0.06,0.02,300,30,8.7845
0.50 ,0.06,0.02,300,40,8.847
0.50 ,0.06,0.02,300,50,8.9095
0.50 ,0.06,0.02,400,10,11.1365
0.50 ,0.06,0.02,400,20,11.1985
0.50 ,0.06,0.02,400,30,11.2605
0.50 ,0.06,0.02,400,40,11.322
0.50 ,0.06,0.02,400,50,11.3835
0.50 ,0.06,0.025,100,10,3.4608
0.50 ,0.06,0.025,100,20,3.5288
0.50 ,0.06,0.025,100,30,3.59645
0.50 ,0.06,0.025,100,40,3.66385
0.50 ,0.06,0.025,100,50,3.731
0.50 ,0.06,0.025,200,10,6.066
0.50 ,0.06,0.025,200,20,6.1295
0.50 ,0.06,0.025,200,30,6.193
0.50 ,0.06,0.025,200,40,6.2565
0.50 ,0.06,0.025,200,50,6.32
0.50 ,0.06,0.025,300,10,8.574
0.50 ,0.06,0.025,300,20,8.6365
0.50 ,0.06,0.025,300,30,8.699
0.50 ,0.06,0.025,300,40,8.761
0.50 ,0.06,0.025,300,50,8.823
0.50 ,0.06,0.025,400,10,11.0485
0.50 ,0.06,0.025,400,20,11.1105
0.50 ,0.06,0.025,400,30,11.1725
0.50 ,0.06,0.025,400,40,11.234
0.50 ,0.06,0.025,400,50,11.2955
0.50 ,0.06,0.03,100,10,3.41655
0.50 ,0.06,0.03,100,20,3.48385
0.50 ,0.06,0.03,100,30,3.5509
0.50 ,0.06,0.03,100,40,3.6177
0.50 ,0.06,0.03,100,50,3.6843
0.50 ,0.06,0.03,200,10,6.0065
0.50 ,0.06,0.03,200,20,6.07
0.50 ,0.06,0.03,200,30,6.1335
0.50 ,0.06,0.03,200,40,6.1965
0.50 ,0.06,0.03,200,50,6.2595
0.50 ,0.06,0.03,300,10,8.51
0.50 ,0.06,0.03,300,20,8.5725
0.50 ,0.06,0.03,300,30,8.635
0.50 ,0.06,0.03,300,40,8.697
0.50 ,0.06,0.03,300,50,8.759
0.50 ,0.06,0.03,400,10,10.9845
0.50 ,0.06,0.03,400,20,11.0465
0.50 ,0.06,0.03,400,30,11.1085
0.50 ,0.06,0.03,400,40,11.17
0.50 ,0.06,0.03,400,50,11.2315
0.50 ,0.06,0.035,100,10,3.3798
0.50 ,0.06,0.035,100,20,3.44665
0.50 ,0.06,0.035,100,30,3.5132
0.50 ,0.06,0.035,100,40,3.5795
0.50 ,0.06,0.035,100,50,3.64565
0.50 ,0.06,0.035,200,10,5.959
0.50 ,0.06,0.035,200,20,6.0225
0.50 ,0.06,0.035,200,30,6.0855
0.50 ,0.06,0.035,200,40,6.1485
0.50 ,0.06,0.035,200,50,6.212
0.50 ,0.06,0.035,300,10,8.461
0.50 ,0.06,0.035,300,20,8.5235
0.50 ,0.06,0.035,300,30,8.5855
0.50 ,0.06,0.035,300,40,8.648
0.50 ,0.06,0.035,300,50,8.71
0.50 ,0.06,0.035,400,10,10.937
0.50 ,0.06,0.035,400,20,10.999
0.50 ,0.06,0.035,400,30,11.0605
0.50 ,0.06,0.035,400,40,11.1225
0.50 ,0.06,0.035,400,50,11.184
0.50 ,0.06,0.04,100,10,3.34865
0.50 ,0.06,0.04,100,20,3.4151
0.50 ,0.06,0.04,100,30,3.4813
0.50 ,0.06,0.04,100,40,3.5473
0.50 ,0.06,0.04,100,50,3.6131
0.50 ,0.06,0.04,200,10,5.9205
0.50 ,0.06,0.04,200,20,5.984
0.50 ,0.06,0.04,200,30,6.047
0.50 ,0.06,0.04,200,40,6.11
0.50 ,0.06,0.04,200,50,6.173
0.50 ,0.06,0.04,300,10,8.422
0.50 ,0.06,0.04,300,20,8.4845
0.50 ,0.06,0.04,300,30,8.547
0.50 ,0.06,0.04,300,40,8.609
0.50 ,0.06,0.04,300,50,8.671
0.50 ,0.06,0.04,400,10,10.9005
0.50 ,0.06,0.04,400,20,10.9625
0.50 ,0.06,0.04,400,30,11.0245
0.50 ,0.06,0.04,400,40,11.086
0.50 ,0.06,0.04,400,50,11.148
0.50 ,0.06,0.045,100,10,3.3218
0.50 ,0.06,0.045,100,20,3.3879
0.50 ,0.06,0.045,100,30,3.4538
0.50 ,0.06,0.045,100,40,3.51955
0.50 ,0.06,0.045,100,50,3.5851
0.50 ,0.06,0.045,200,10,5.8885
0.50 ,0.06,0.045,200,20,5.9515
0.50 ,0.06,0.045,200,30,6.015
0.50 ,0.06,0.045,200,40,6.078
0.50 ,0.06,0.045,200,50,6.1405
0.50 ,0.06,0.045,300,10,8.391
0.50 ,0.06,0.045,300,20,8.4535
0.50 ,0.06,0.045,300,30,8.516
0.50 ,0.06,0.045,300,40,8.578
0.50 ,0.06,0.045,300,50,8.64
0.50 ,0.06,0.045,400,10,10.8725
0.50 ,0.06,0.045,400,20,10.9345
0.50 ,0.06,0.045,400,30,10.9965
0.50 ,0.06,0.045,400,40,11.0585
0.50 ,0.06,0.045,400,50,11.1205
0.50 ,0.06,0.05,100,10,3.29835
0.50 ,0.06,0.05,100,20,3.36425
0.50 ,0.06,0.05,100,30,3.42995
0.50 ,0.06,0.05,100,40,3.4955
0.50 ,0.06,0.05,100,50,3.56085
0.50 ,0.06,0.05,200,10,5.8615
0.50 ,0.06,0.05,200,20,5.925
0.50 ,0.06,0.05,200,30,5.988
0.50 ,0.06,0.05,200,40,6.051
0.50 ,0.06,0.05,200,50,6.114
0.50 ,0.06,0.05,300,10,8.366
0.50 ,0.06,0.05,300,20,8.4285
0.50 ,0.06,0.05,300,30,8.491
0.50 ,0.06,0.05,300,40,8.5535
0.50 ,0.06,0.05,300,50,8.6155
0.50 ,0.06,0.05,400,10,10.8515
0.50 ,0.06,0.05,400,20,10.9135
0.50 ,0.06,0.05,400,30,10.9755
0.50 ,0.06,0.05,400,40,11.0375
0.50 ,0.06,0.05,400,50,11.0995
0.50 ,0.08,0.005,100,10,4.9851
0.50 ,0.08,0.005,100,20,5.0855
0.50 ,0.08,0.005,100,30,5.184
0.50 ,0.08,0.005,100,40,5.282
0.50 ,0.08,0.005,100,50,5.379
0.50 ,0.08,0.005,200,10,8.678
0.50 ,0.08,0.005,200,20,8.7695
0.50 ,0.08,0.005,200,30,8.859
0.50 ,0.08,0.005,200,40,8.9475
0.50 ,0.08,0.005,200,50,9.0355
0.50 ,0.08,0.005,300,10,12.127
0.50 ,0.08,0.005,300,20,12.216
0.50 ,0.08,0.005,300,30,12.302
0.50 ,0.08,0.005,300,40,12.3875
0.50 ,0.08,0.005,300,50,12.4725
0.50 ,0.08,0.005,400,10,15.4795
0.50 ,0.08,0.005,400,20,15.567
0.50 ,0.08,0.005,400,30,15.652
0.50 ,0.08,0.005,400,40,15.7355
0.50 ,0.08,0.005,400,50,15.819
0.50 ,0.08,0.01,100,10,4.7066
0.50 ,0.08,0.01,100,20,4.80015
0.50 ,0.08,0.01,100,30,4.8927
0.50 ,0.08,0.01,100,40,4.9847
0.50 ,0.08,0.01,100,50,5.0765
0.50 ,0.08,0.01,200,10,8.2315
0.50 ,0.08,0.01,200,20,8.3185
0.50 ,0.08,0.01,200,30,8.404
0.50 ,0.08,0.01,200,40,8.4895
0.50 ,0.08,0.01,200,50,8.5745
0.50 ,0.08,0.01,300,10,11.59
0.50 ,0.08,0.01,300,20,11.675
0.50 ,0.08,0.01,300,30,11.7585
0.50 ,0.08,0.01,300,40,11.8415
0.50 ,0.08,0.01,300,50,11.9245
0.50 ,0.08,0.01,400,10,14.888
0.50 ,0.08,0.01,400,20,14.972
0.50 ,0.08,0.01,400,30,15.0545
0.50 ,0.08,0.01,400,40,15.137
0.50 ,0.08,0.01,400,50,15.219
0.50 ,0.08,0.015,100,10,4.56225
0.50 ,0.08,0.015,100,20,4.653
0.50 ,0.08,0.015,100,30,4.743
0.50 ,0.08,0.015,100,40,4.8326
0.50 ,0.08,0.015,100,50,4.9219
0.50 ,0.08,0.015,200,10,8.0215
0.50 ,0.08,0.015,200,20,8.1065
0.50 ,0.08,0.015,200,30,8.191
0.50 ,0.08,0.015,200,40,8.275
0.50 ,0.08,0.015,200,50,8.3595
0.50 ,0.08,0.015,300,10,11.3495
0.50 ,0.08,0.015,300,20,11.4335
0.50 ,0.08,0.015,300,30,11.516
0.50 ,0.08,0.015,300,40,11.5985
0.50 ,0.08,0.015,300,50,11.681
0.50 ,0.08,0.015,400,10,14.6325
0.50 ,0.08,0.015,400,20,14.7155
0.50 ,0.08,0.015,400,30,14.798
0.50 ,0.08,0.015,400,40,14.8795
0.50 ,0.08,0.015,400,50,14.9615
0.50 ,0.08,0.02,100,10,4.46685
0.50 ,0.08,0.02,100,20,4.556
0.50 ,0.08,0.02,100,30,4.64455
0.50 ,0.08,0.02,100,40,4.7328
0.50 ,0.08,0.02,100,50,4.8208
0.50 ,0.08,0.02,200,10,7.8905
0.50 ,0.08,0.02,200,20,7.975
0.50 ,0.08,0.02,200,30,8.059
0.50 ,0.08,0.02,200,40,8.1425
0.50 ,0.08,0.02,200,50,8.226
0.50 ,0.08,0.02,300,10,11.206
0.50 ,0.08,0.02,300,20,11.289
0.50 ,0.08,0.02,300,30,11.3715
0.50 ,0.08,0.02,300,40,11.454
0.50 ,0.08,0.02,300,50,11.536
0.50 ,0.08,0.02,400,10,14.4845
0.50 ,0.08,0.02,400,20,14.567
0.50 ,0.08,0.02,400,30,14.649
0.50 ,0.08,0.02,400,40,14.7305
0.50 ,0.08,0.02,400,50,14.8125
0.50 ,0.08,0.025,100,10,4.3964
0.50 ,0.08,0.025,100,20,4.48455
0.50 ,0.08,0.025,100,30,4.5722
0.50 ,0.08,0.025,100,40,4.65955
0.50 ,0.08,0.025,100,50,4.7467
0.50 ,0.08,0.025,200,10,7.799
0.50 ,0.08,0.025,200,20,7.883
0.50 ,0.08,0.025,200,30,7.9665
0.50 ,0.08,0.025,200,40,8.05
0.50 ,0.08,0.025,200,50,8.133
0.50 ,0.08,0.025,300,10,11.1085
0.50 ,0.08,0.025,300,20,11.191
0.50 ,0.08,0.025,300,30,11.2735
0.50 ,0.08,0.025,300,40,11.356
0.50 ,0.08,0.025,300,50,11.438
0.50 ,0.08,0.025,400,10,14.387
0.50 ,0.08,0.025,400,20,14.4695
0.50 ,0.08,0.025,400,30,14.5515
0.50 ,0.08,0.025,400,40,14.633
0.50 ,0.08,0.025,400,50,14.715
0.50 ,0.08,0.03,100,10,4.34135
0.50 ,0.08,0.03,100,20,4.4288
0.50 ,0.08,0.03,100,30,4.5158
0.50 ,0.08,0.03,100,40,4.60255
0.50 ,0.08,0.03,100,50,4.6891
0.50 ,0.08,0.03,200,10,7.7305
0.50 ,0.08,0.03,200,20,7.8145
0.50 ,0.08,0.03,200,30,7.8975
0.50 ,0.08,0.03,200,40,7.981
0.50 ,0.08,0.03,200,50,8.064
0.50 ,0.08,0.03,300,10,11.038
0.50 ,0.08,0.03,300,20,11.121
0.50 ,0.08,0.03,300,30,11.2035
0.50 ,0.08,0.03,300,40,11.2855
0.50 ,0.08,0.03,300,50,11.368
0.50 ,0.08,0.03,400,10,14.3195
0.50 ,0.08,0.03,400,20,14.4015
0.50 ,0.08,0.03,400,30,14.4835
0.50 ,0.08,0.03,400,40,14.5655
0.50 ,0.08,0.03,400,50,14.6475
0.50 ,0.08,0.035,100,10,4.29655
0.50 ,0.08,0.035,100,20,4.3835
0.50 ,0.08,0.035,100,30,4.47005
0.50 ,0.08,0.035,100,40,4.55635
0.50 ,0.08,0.035,100,50,4.6425
0.50 ,0.08,0.035,200,10,7.6775
0.50 ,0.08,0.035,200,20,7.761
0.50 ,0.08,0.035,200,30,7.844
0.50 ,0.08,0.035,200,40,7.9275
0.50 ,0.08,0.035,200,50,8.0105
0.50 ,0.08,0.035,300,10,10.9855
0.50 ,0.08,0.035,300,20,11.0685
0.50 ,0.08,0.035,300,30,11.151
0.50 ,0.08,0.035,300,40,11.233
0.50 ,0.08,0.035,300,50,11.3155
0.50 ,0.08,0.035,400,10,14.2705
0.50 ,0.08,0.035,400,20,14.353
0.50 ,0.08,0.035,400,30,14.4355
0.50 ,0.08,0.035,400,40,14.5175
0.50 ,0.08,0.035,400,50,14.5995
0.50 ,0.08,0.04,100,10,4.25925
0.50 ,0.08,0.04,100,20,4.3458
0.50 ,0.08,0.04,100,30,4.43205
0.50 ,0.08,0.04,100,40,4.5181
0.50 ,0.08,0.04,100,50,4.60395
0.50 ,0.08,0.04,200,10,7.635
0.50 ,0.08,0.04,200,20,7.7185
0.50 ,0.08,0.04,200,30,7.802
0.50 ,0.08,0.04,200,40,7.885
0.50 ,0.08,0.04,200,50,7.968
0.50 ,0.08,0.04,300,10,10.9455
0.50 ,0.08,0.04,300,20,11.0285
0.50 ,0.08,0.04,300,30,11.111
0.50 ,0.08,0.04,300,40,11.1935
0.50 ,0.08,0.04,300,50,11.276
0.50 ,0.08,0.04,400,10,14.236
0.50 ,0.08,0.04,400,20,14.3185
0.50 ,0.08,0.04,400,30,14.4005
0.50 ,0.08,0.04,400,40,14.4825
0.50 ,0.08,0.04,400,50,14.565
0.50 ,0.08,0.045,100,10,4.22765
0.50 ,0.08,0.045,100,20,4.31395
0.50 ,0.08,0.045,100,30,4.39995
0.50 ,0.08,0.045,100,40,4.4858
0.50 ,0.08,0.045,100,50,4.57145
0.50 ,0.08,0.045,200,10,7.6005
0.50 ,0.08,0.045,200,20,7.6845
0.50 ,0.08,0.045,200,30,7.7675
0.50 ,0.08,0.045,200,40,7.851
0.50 ,0.08,0.045,200,50,7.934
0.50 ,0.08,0.045,300,10,10.915
0.50 ,0.08,0.045,300,20,10.998
0.50 ,0.08,0.045,300,30,11.0805
0.50 ,0.08,0.045,300,40,11.163
0.50 ,0.08,0.045,300,50,11.2455
0.50 ,0.08,0.045,400,10,14.2105
0.50 ,0.08,0.045,400,20,14.293
0.50 ,0.08,0.045,400,30,14.3755
0.50 ,0.08,0.045,400,40,14.458
0.50 ,0.08,0.045,400,50,14.54
0.50 ,0.08,0.05,100,10,4.2006
0.50 ,0.08,0.05,100,20,4.2867
0.50 ,0.08,0.05,100,30,4.37255
0.50 ,0.08,0.05,100,40,4.4582
0.50 ,0.08,0.05,100,50,4.54375
0.50 ,0.08,0.05,200,10,7.573
0.50 ,0.08,0.05,200,20,7.6565
0.50 ,0.08,0.05,200,30,7.74
0.50 ,0.08,0.05,200,40,7.823
0.50 ,0.08,0.05,200,50,7.9065
0.50 ,0.08,0.05,300,10,10.8915
0.50 ,0.08,0.05,300,20,10.9745
0.50 ,0.08,0.05,300,30,11.057
0.50 ,0.08,0.05,300,40,11.14
0.50 ,0.08,0.05,300,50,11.2225
0.50 ,0.08,0.05,400,10,14.1935
0.50 ,0.08,0.05,400,20,14.276
0.50 ,0.08,0.05,400,30,14.3585
0.50 ,0.08,0.05,400,40,14.441
0.50 ,0.08,0.05,400,50,14.5235
0.50 ,0.1,0.005,100,10,6.061
0.50 ,0.1,0.005,100,20,6.184
0.50 ,0.1,0.005,100,30,6.3045
0.50 ,0.1,0.005,100,40,6.4235
0.50 ,0.1,0.005,100,50,6.5425
0.50 ,0.1,0.005,200,10,10.5845
0.50 ,0.1,0.005,200,20,10.6985
0.50 ,0.1,0.005,200,30,10.8085
0.50 ,0.1,0.005,200,40,10.918
0.50 ,0.1,0.005,200,50,11.0265
0.50 ,0.1,0.005,300,10,14.842
0.50 ,0.1,0.005,300,20,14.953
0.50 ,0.1,0.005,300,30,15.06
0.50 ,0.1,0.005,300,40,15.1655
0.50 ,0.1,0.005,300,50,15.271
0.50 ,0.1,0.005,400,10,18.9975
0.50 ,0.1,0.005,400,20,19.1075
0.50 ,0.1,0.005,400,30,19.213
0.50 ,0.1,0.005,400,40,19.3175
0.50 ,0.1,0.005,400,50,19.421
0.50 ,0.1,0.01,100,10,5.697
0.50 ,0.1,0.01,100,20,5.8115
0.50 ,0.1,0.01,100,30,5.9245
0.50 ,0.1,0.01,100,40,6.037
0.50 ,0.1,0.01,100,50,6.149
0.50 ,0.1,0.01,200,10,10.0265
0.50 ,0.1,0.01,200,20,10.134
0.50 ,0.1,0.01,200,30,10.24
0.50 ,0.1,0.01,200,40,10.3455
0.50 ,0.1,0.01,200,50,10.4505
0.50 ,0.1,0.01,300,10,14.1845
0.50 ,0.1,0.01,300,20,14.29
0.50 ,0.1,0.01,300,30,14.394
0.50 ,0.1,0.01,300,40,14.497
0.50 ,0.1,0.01,300,50,14.6005
0.50 ,0.1,0.01,400,10,18.2825
0.50 ,0.1,0.01,400,20,18.387
0.50 ,0.1,0.01,400,30,18.49
0.50 ,0.1,0.01,400,40,18.5925
0.50 ,0.1,0.01,400,50,18.695
0.50 ,0.1,0.015,100,10,5.515
0.50 ,0.1,0.015,100,20,5.626
0.50 ,0.1,0.015,100,30,5.7365
0.50 ,0.1,0.015,100,40,5.846
0.50 ,0.1,0.015,100,50,5.9555
0.50 ,0.1,0.015,200,10,9.7735
0.50 ,0.1,0.015,200,20,9.879
0.50 ,0.1,0.015,200,30,9.9835
0.50 ,0.1,0.015,200,40,10.088
0.50 ,0.1,0.015,200,50,10.192
0.50 ,0.1,0.015,300,10,13.9015
0.50 ,0.1,0.015,300,20,14.0055
0.50 ,0.1,0.015,300,30,14.1085
0.50 ,0.1,0.015,300,40,14.2115
0.50 ,0.1,0.015,300,50,14.314
0.50 ,0.1,0.015,400,10,17.986
0.50 ,0.1,0.015,400,20,18.0895
0.50 ,0.1,0.015,400,30,18.192
0.50 ,0.1,0.015,400,40,18.294
0.50 ,0.1,0.015,400,50,18.396
0.50 ,0.1,0.02,100,10,5.398
0.50 ,0.1,0.02,100,20,5.5075
0.50 ,0.1,0.02,100,30,5.616
0.50 ,0.1,0.02,100,40,5.7245
0.50 ,0.1,0.02,100,50,5.8325
